unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date
51963485,2021-09-23T07:20:47.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11432,85-32 168 PLACE,168 PLACE,ADDRESS,Jamaica,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment to inspect for a lack of heat or hot water. However, HPD was able to verify that heat or hot water was inadequate by inspecting another apartment and a violation was issued. Information about specific violations is available at www.nyc.gov/hpd.",2021-09-27T00:00:00.000,08 QUEENS,4098510052,QUEENS,1040949,199293,ONLINE,Unspecified,QUEENS,40.71350831289381,-73.79547615065287,"{'latitude': '40.71350831289381', 'longitude': '-73.79547615065287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2021-09-27T02:03:46.000
51965169,2021-09-23T07:20:59.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10027,225 WEST  121 STREET,WEST  121 STREET,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-23T00:00:00.000,10 MANHATTAN,1019270017,MANHATTAN,997780,233225,PHONE,Unspecified,MANHATTAN,40.80681426120282,-73.95112639643952,"{'latitude': '40.80681426120282', 'longitude': '-73.95112639643952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51963287,2021-09-23T07:23:56.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10472,1144 STRATFORD AVENUE,STRATFORD AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2021-09-23T00:00:00.000,09 BRONX,2037440062,BRONX,1018793,240926,PHONE,Unspecified,BRONX,40.82789415595705,-73.87518283684246,"{'latitude': '40.82789415595705', 'longitude': '-73.87518283684246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2021-09-23T18:01:27.000
51959976,2021-09-23T07:26:57.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10453,1655 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2021-09-27T00:00:00.000,05 BRONX,2028800115,BRONX,1005896,248755,PHONE,Unspecified,BRONX,40.84942350108444,-73.92175936542517,"{'latitude': '40.84942350108444', 'longitude': '-73.92175936542517', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2021-09-27T14:56:29.000
51963506,2021-09-23T07:29:48.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10030,134 EDGECOMBE AVENUE,EDGECOMBE AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2021-09-23T00:00:00.000,10 MANHATTAN,1020430004,MANHATTAN,999494,238436,MOBILE,Unspecified,MANHATTAN,40.82111420730099,-73.94492318386848,"{'latitude': '40.82111420730099', 'longitude': '-73.94492318386848', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2021-09-23T21:30:43.000
51959766,2021-09-23T07:32:50.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10039,2816 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-23T00:00:00.000,10 MANHATTAN,1020350001,MANHATTAN,1000961,240128,PHONE,Unspecified,MANHATTAN,40.82575561305048,-73.93961867709716,"{'latitude': '40.82575561305048', 'longitude': '-73.93961867709716', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51959961,2021-09-23T07:33:22.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10017,1 TUDOR CITY PLACE,TUDOR CITY PLACE,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-23T00:00:00.000,06 MANHATTAN,1013330023,MANHATTAN,992217,211786,PHONE,Unspecified,MANHATTAN,40.747976627205446,-73.97124670427701,"{'latitude': '40.747976627205446', 'longitude': '-73.97124670427701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51965094,2021-09-23T07:36:08.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10467,3422 KNOX PLACE,KNOX PLACE,ADDRESS,BRONX,Open,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 579-6777 (BRONX).",2021-09-23T00:00:00.000,07 BRONX,2033240107,BRONX,1016437,260572,PHONE,Unspecified,BRONX,40.88182541778601,-73.88360163299659,"{'latitude': '40.88182541778601', 'longitude': '-73.88360163299659', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51961106,2021-09-23T07:57:16.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10453,1669 DR M L KING JR BOULEVARD,DR M L KING JR BOULEVARD,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2021-09-23T00:00:00.000,05 BRONX,2028780090,BRONX,1006904,248444,PHONE,Unspecified,BRONX,40.8485673696439,-73.91811694792587,"{'latitude': '40.8485673696439', 'longitude': '-73.91811694792587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2021-09-23T17:20:18.000
51967147,2021-09-23T07:57:18.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11418,109-10 PARK LANE SOUTH,PARK LANE SOUTH,ADDRESS,Richmond Hill,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-23T00:00:00.000,09 QUEENS,4092060001,QUEENS,1028311,194872,PHONE,Unspecified,QUEENS,40.70144569738705,-73.84109258484244,"{'latitude': '40.70144569738705', 'longitude': '-73.84109258484244', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51961091,2021-09-23T08:00:53.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11368,97-15 HORACE HARDING EXPRESSWAY,HORACE HARDING EXPRESSWAY,ADDRESS,Corona,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2021-09-25T00:00:00.000,04 QUEENS,4019180105,QUEENS,1022384,207064,MOBILE,Unspecified,QUEENS,40.73493729362982,-73.86239939251593,"{'latitude': '40.73493729362982', 'longitude': '-73.86239939251593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2021-09-25T11:28:06.000
51963534,2021-09-23T08:06:12.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,11226,119 MARTENSE STREET,MARTENSE STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,2021-09-27T00:00:00.000,17 BROOKLYN,3050870088,BROOKLYN,996806,176616,PHONE,Unspecified,BROOKLYN,40.65143789088214,-73.95475034719023,"{'latitude': '40.65143789088214', 'longitude': '-73.95475034719023', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2021-09-27T02:05:11.000
51966005,2021-09-23T08:06:25.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10472,1144 STRATFORD AVENUE,STRATFORD AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2021-09-23T00:00:00.000,09 BRONX,2037440062,BRONX,1018793,240926,PHONE,Unspecified,BRONX,40.82789415595705,-73.87518283684246,"{'latitude': '40.82789415595705', 'longitude': '-73.87518283684246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2021-09-23T18:01:27.000
51964311,2021-09-23T08:09:09.000,HPD,Department of Housing Preservation and Development,SAFETY,WINDOW GUARD BROKEN/MISSING,RESIDENTIAL BUILDING,11233,561 DECATUR STREET,DECATUR STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-23T00:00:00.000,03 BROOKLYN,3015000054,BROOKLYN,1006182,188082,ONLINE,Unspecified,BROOKLYN,40.68289123852967,-73.92092357689481,"{'latitude': '40.68289123852967', 'longitude': '-73.92092357689481', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51967429,2021-09-23T08:09:17.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10021,416 EAST   73 STREET,EAST   73 STREET,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2021-09-24T00:00:00.000,08 MANHATTAN,1014670038,MANHATTAN,996739,219166,MOBILE,Unspecified,MANHATTAN,40.76822760825671,-73.95491287655663,"{'latitude': '40.76822760825671', 'longitude': '-73.95491287655663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2021-09-24T16:56:40.000
51959748,2021-09-23T08:09:23.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,10462,1585 UNIONPORT ROAD,UNIONPORT ROAD,ADDRESS,BRONX,Open,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 579-6777 (BRONX).",2021-09-23T00:00:00.000,09 BRONX,2039377501,BRONX,1022391,245304,PHONE,Unspecified,BRONX,40.83989568451291,-73.86215700414053,"{'latitude': '40.83989568451291', 'longitude': '-73.86215700414053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51963559,2021-09-23T08:09:53.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10021,416 EAST   73 STREET,EAST   73 STREET,ADDRESS,NEW YORK,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2021-09-24T00:00:00.000,08 MANHATTAN,1014670038,MANHATTAN,996739,219166,MOBILE,Unspecified,MANHATTAN,40.76822760825671,-73.95491287655663,"{'latitude': '40.76822760825671', 'longitude': '-73.95491287655663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2021-09-24T16:56:40.000
51965031,2021-09-23T08:12:40.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10456,1124 COLLEGE AVENUE,COLLEGE AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-23T00:00:00.000,04 BRONX,2024340009,BRONX,1007923,242014,ONLINE,Unspecified,BRONX,40.83091622619485,-73.91445646350272,"{'latitude': '40.83091622619485', 'longitude': '-73.91445646350272', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51964829,2021-09-23T08:12:56.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10462,2166 BRONX PARK EAST,BRONX PARK EAST,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-23T00:00:00.000,11 BRONX,2043170015,BRONX,1020296,250872,PHONE,Unspecified,BRONX,40.85518698659195,-73.86969846771929,"{'latitude': '40.85518698659195', 'longitude': '-73.86969846771929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51962347,2021-09-23T08:19:02.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10026,1 WEST  117 STREET,WEST  117 STREET,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2021-09-25T00:00:00.000,10 MANHATTAN,1016010027,MANHATTAN,999144,231271,PHONE,Unspecified,MANHATTAN,40.80144887520331,-73.94620363737421,"{'latitude': '40.80144887520331', 'longitude': '-73.94620363737421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2021-09-25T17:48:22.000
51966038,2021-09-23T08:19:02.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,11224,3415 NEPTUNE AVENUE,NEPTUNE AVENUE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2021-09-23T00:00:00.000,13 BROOKLYN,3069790100,BROOKLYN,983356,149868,ONLINE,Unspecified,BROOKLYN,40.57802902030597,-74.00321828018173,"{'latitude': '40.57802902030597', 'longitude': '-74.00321828018173', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
51958690,2021-09-23T08:19:09.000,HPD,Department of Housing Preservation and Development,SAFETY,SPRINKLER,RESIDENTIAL BUILDING,11691,197 BEACH   25 STREET,BEACH   25 STREET,ADDRESS,Far Rockaway,Open,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 286 - 0823 (QUEENS).",2021-09-23T00:00:00.000,14 QUEENS,4158170059,QUEENS,1051340,156062,ONLINE,Unspecified,QUEENS,40.59477643937777,-73.75842411160292,"{'latitude': '40.59477643937777', 'longitude': '-73.75842411160292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",
